ensembl_gene_id	uniprotswissprot
YLR016C	Q07930
YJL031C	Q00618
YOR353C	Q08817
YJR132W	P46970
YLR255C	O13574
YMR013W-A	P0C5Q2
YNL144W-A	Q8TGL9
YPL060W	Q02783
YNL333W	P53824
YCL038C	P25568
YBL035C	P38121
YJL092W	P12954
YGL010W	P25338
YML076C	Q03631
YDR379W	Q06407
YDL029W	P32381
YDR205W	Q03455
YGL090W	P53150
YLR297W	Q05899
YDR094W	A0A023PYD3
YNL027W	P53968
YAL064C-A	Q6B2U8
YJL083W	P47030
YKL171W	P36003
YDR369C	P33301
YFL004W	P43585
YDR088C	Q02775
YPR029C	Q12028
YLR225C	Q05948
YKL025C	P36102
YDR411C	Q12743
YEL023C	P39992
YMR082C	Q04276
YLR047C	Q12209
YOR299W	Q08754
YPR002C-A	Q6B0V7
YDR441C	P36973
YLL022C	Q12373
YJL175W	P46991
YIR021W	P07266
YOR366W	Q08872
YPL106C	P32589
YKL023W	P36103
YDR446W	Q04110
YLR395C	P04039
YNL278W	P53836
YJL225W-A	P0CL42
YJL225W-A	P0CL41
YDL183C	P48569
YCR027C	P25378
YMR022W	Q02159
YOR096W	P26786
YGR054W	P53235
YAR028W	P39548
YBL095W	P38172
YPR085C	Q06822
YDR194W-A	Q3E818
YML062C	P33441
YDR114C	Q04597
YHL048W	P38723
YOR148C	Q02521
YGR174W-A	Q8TGT8
YEL077C	Q3E7X8
YGL032C	P32781
YMR086C-A	Q6Q571
YPL008W	P22516
YDR442W	P87270
YPR152C	Q06525
YOR301W	Q08760
YHR157W	P33323
YIL172C	P0CW40
YIL172C	P0CW41
YNL144C	P53907
YOR257W	P06704
YDL059C	Q12223
YML035C	P15274
YKL215C	P28273
YDR016C	Q12248
YFR048W	P43620
YNL159C	P53895
YGL179C	P43637
YPL212C	Q12211
YOR135C	Q08522
YPL119C	P24784
YBR073W	P38086
YPL078C	P05626
YLL067C	
YKL136W	P36065
YHR110W	P38819
YBR109W-A	P90471
YNL220W	P80210
YGR002C	P53201
YDR430C	P32898
YHR023W	P08964
YDR366C	P87287
YER001W	P39106
YGL134W	P53124
YGL235W	P53071
YAL007C	P39704
YDR374W-A	Q2V2P8
YMR173W	P18899
YNL184C	P53876
YPL195W	Q08951
YDR293C	P24276
YDR459C	Q03289
YDR022C	Q12421
YHR062C	P38786
YLR359W	Q05911
YBR260C	P38339
YOR032W-A	Q8TGS1
YOR223W	Q12015
YKL033W	P36097
YMR194C-A	P0C5Q6
YDR217C	P14737
YGL006W	P38929
YNL336W	P53822
YJL102W	P39677
YFR035C	P43608
YDR052C	P32325
YCL001W-A	P87012
YGR028W	P28737
YKR023W	P36119
YDL027C	Q07349
YGR283C	P53336
YLR456W	Q06199
YGR249W	P53050
YBR279W	P38351
YHR219W	P38900
YLR067C	P32522
YDR104C	Q03868
YOR076C	Q08491
YJL077W-A	Q8TGN3
YBR211C	P38313
YDL136W	P0CX84
YDL136W	P0CX85
YPL025C	Q02659
YEL020C	P39994
YCR016W	P25617
YOR231C-A	Q8TGL2
YIL072W	P20050
YCL054W	P25582
YBR078W	P38248
YHR136C	P38839
YIL058W	P40521
YMR093W	Q04305
YLR040C	Q07988
YKR067W	P36148
YLL013C	Q07807
YPR060C	P32178
YJL052C-A	Q3E837
YBR063C	P38083
YKL098W	P34246
YBR028C	P38070
YLR320W	Q06164
YNL264C	P53844
YOR316C-A	Q3E806
YLL045C	P29453
YNL136W	P53911
YPL199C	Q08954
YJR083C	P47129
YDR248C	Q03786
YCR105W	P25377
YDR078C	P38957
YKL114C	P22936
YML036W	Q03705
YPL228W	O13297
YJL128C	P08018
YDR068W	P54858
YLR352W	Q06479
YJR005C-A	Q3E827
YOR061W	P19454
YBL039C-A	P0C5K9
YIL047C	P40528
YLR160C	P0CZ17
YLR160C	P0CX77
YLR160C	P0CX78
YLR160C	P0CX79
YPL018W	Q02732
YIL015W	P12630
YKL145W	P33299
YBR129C	P38271
YNL185C	P53875
YJR042W	P46673
YHL001W	P38754
YOR025W	P53687
YBL050W	P32602
YLR071C	P19263
YOR371C	Q08886
YJL209W	P07252
YLR286C	P29029
YEL044W	P32617
YDL080C	Q07471
YIR005W	P40565
YJL087C	P09880
YDR461C-A	Q2V2P7
YPL259C	Q00776
YBR051W	P38233
YHR181W	P38869
YGL232W	P53072
YAL040C	P13365
YIL116W	P07172
YMR307W	P22146
YLR037C	Q07987
YDR252W	P40314
YGL157W	P53111
YER180C	P32645
YPR150W	O13572
YPL072W	Q02863
YDL046W	Q12408
YPL130W	Q03029
YKL057C	P35729
YLL004W	P54790
YFL009W	P07834
YOL140W	P18544
YER087W	P39965
YDR540C	Q03036
YOL062C	Q99186
YPR179C	Q06623
YNL219C	P53868
YOR292C	Q08743
YBR080C	P18759
YLR100W	Q12452
YKL106C-A	Q3E7A0
YKL128C	P36069
YLR088W	P39012
YJR127C	P46974
YBL058W	P34223
YNL079C	P17536
YDR181C	Q04003
YML116W-A	Q6B108
YPR096C	O13587
YJL210W	P32800
YLR216C	P53691
YGL118C	P53132
YMR021C	P35192
YLL040C	Q07878
YBL101C	P38167
YOR027W	P15705
YCR024C-A	P32903
YNL244C	P32911
YGR012W	P53206
YMR135C	P40208
YJR134C	P47166
YDL200C	P26188
YDR108W	P46944
YFR004W	P43588
YER055C	P00498
YKL008C	P28496
YDR337W	P21771
YDR356W	P32380
YMR121C	P54780
YER091C	P05694
YDL235C	Q07688
YPL028W	P41338
YLR154C-G	Q3E813
YKL029C	P36013
YKR047W	P36140
YGR242W	P53310
YPL174C	P33420
YBR140C	P18963
YMR129W	P39685
YML066C	Q04658
YIL003W	P40558
YJL076W	P47035
YKL066W	P36089
YPR031W	Q12311
YKL119C	P32341
YGR014W	P32334
YBR021W	P05316
YDR320W-B	P0C5M0
YBR232C	P38327
YDL245C	P54854
YBR024W	P38072
