ENSEMBL	symbol	WikiGene	Uniprot/SWISSPROT
YLR159C-A	null	YLR157C-C|YLR156C-A|YLR159C-A|1466415|1466414|1466411|YLR154C-H|1466410	P0CY05|P0CY04|P0CY03|P0CY02
YHR163W	SOL3	SOL3|856568	P38858
YOR379C	null	null	Q08903
YGR064W	null	null	P53240
YCL001W	RER1	RER1|850354	P25560
YDR449C	UTP6	UTP6|852060	Q02354
Q0160	SCEI	SCEI|854590	P03882
YDR465C	RMT2	852076|RMT2	Q03305
YGL148W	ARO2	852729|ARO2	P28777
YDR135C	YCF1	851713|YCF1	P39109
tG(GCC)O2	SUF17	null	null
YKR064W	OAF3	853938|OAF3	P36023
YML017W	PSP2	PSP2|854991	P50109
YDR232W	HEM1	HEM1|851818	P09950
YOR329C	SCD5	854507|SCD5	P34758
YEL067C	null	YEL067C|856643	P39978
YEL017W	GTT3	GTT3|856698	P39996
YDR218C	SPR28	851804|SPR28	Q04921
YNL284C	MRPL10	855436|MRPL10	P36520
YIL096C	null	YIL096C|854711	P40493
YNL115C	null	855608|YNL115C	P53925
YDL144C	null	851411|YDL144C	Q07589
YNR046W	TRM112	855782|TRM112	P53738
YPL059W	GRX5	856048|GRX5	Q02784
YOR361C	PRT1	PRT1|854543	P06103
YBR117C	TKL2	852414|TKL2	P33315
YOR062C	null	YOR062C|854228	P36025
YDR390C	UBA2	851998|UBA2	P52488
YIL123W	SIM1	854683|SIM1	P40472
YER023W	PRO3	PRO3|856744	P32263
YKL030W	null	null	P36099
YGL034C	null	null	P53186
YGL142C	GPI10	GPI10|852735	P30777
YJL094C	KHA1	853351|KHA1	P40309
YLR163W-A	null	null	P0C5P6
YML133W-B	null	null	P0CL36|P0CL35|P0CL34
YJL063C	MRPL8	MRPL8|853382	P22353
tR(CCG)L	TRR4	null	null
YPR174C	null	YPR174C|856304	Q06616
YIL047C	SYG1	SYG1|854764	P40528
YKL097C	null	null	P34245
YLL050C	COF1	850676|COF1	Q03048
YMR033W	ARP9	ARP9|855049	Q05123
YPL124W	SPC29	855979|SPC29	P33419
YPL204W	HRR25	HRR25|855897	P29295
YCR044C	PER1	PER1|850411	P25625
YPR020W	ATP20	ATP20|856131	Q12233
snR87	null	null	null
YOR257W	CDC31	CDC31|854431	P06704
YFR018C	null	YFR018C|850573	P43599
YMR105C	PGM2	855131|PGM2	P37012
YOL115W	PAP2	PAP2|854034	P53632
YGL017W	ATE1	ATE1|852867	P16639
YKL198C	PTK1	853635|PTK1	P36002
YKL063C	null	853802|YKL063C	P35725
YOR121C	null	null	Q08521
YOR209C	NPT1	854384|NPT1	P39683
YDL015C	TSC13	TSC13|851547	Q99190
YHR214W-A	null	null	O13534
YGR151C	null	null	P53287
YLR127C	APC2	APC2|850818	Q12440
YDR239C	null	851825|YDR239C	Q03780
YMR094W	CTF13	CTF13|855119	P35203
YIR009W	MSL1	854826|MSL1	P40567
tA(UGC)A	null	null	null
YLR243W	null	YLR243W|850944	Q06543
YDR313C	PIB1	851908|PIB1	Q06651
YER131W	RPS26B	856868|RPS26B	P39939
YOL023W	IFM1	IFM1|854135	P25038
YOR145C	PNO1	854317|PNO1	Q99216
YBR098W	MMS4	MMS4|852395	P38257
YNL146W	null	YNL146W|855576	P53906
YDL110C	TMA17	851448|TMA17	Q12513
YDL014W	NOP1	851548|NOP1	P15646
YNL289W	PCL1	855427|PCL1	P24867
YLR106C	MDN1	850796|MDN1	Q12019
YGR160W	null	null	P53288
YIL020C-A	null	null	null
tM(CAU)D	EMT1	null	null
YDR419W	RAD30	852028|RAD30	Q04049
YIR011C	STS1	854828|STS1	P38637
YLR455W	null	YLR455W|851177	Q06188
YGR181W	TIM13	853093|TIM13	P53299
YGL135W	RPL1B	852742|RPL1B|RPL1A|855881	P0CX44|P0CX43
YLR324W	PEX30	PEX30|851034	Q06169
YMR313C	TGL3	855361|TGL3	P40308
YPR198W	SGE1	SGE1|856327	P33335
YGR225W	AMA1	AMA1|853140	P50082
YGL044C	RNA15	852838|RNA15	P25299
YOR231W	MKK1	MKK1|854406	P32490
YLR053C	null	YLR053C|850742	Q12026
RUF5-1	null	null	null
YOL036W	null	YOL036W|854120	Q08206
YPL142C	null	null	Q08916
YJR086W	STE18	853548|STE18	P18852
YLR016C	PML1	850703|PML1	Q07930
YJR093C	FIP1	FIP1|853555	P45976
YDL125C	HNT1	HNT1|851432	Q04344
YLR321C	SFH1	SFH1|851032	Q06168
tN(GUU)G	null	null	null
YGR094W	VAS1	VAS1|852986	P07806
YOR180C	DCI1	DCI1|854352	Q08558
YDR077W	SED1	851649|SED1	Q01589
YIL034C	CAP2	854777|CAP2	P13517
YBR012C	null	null	P38214
YKL061W	BLI1	853804|BLI1	P35727
YJL225W-A	null	null	P0CL42|P0CL41
YDR087C	RRP1	RRP1|851660	P35178
snR44	null	null	null
YOL130W	ALR1	ALR1|853990	Q08269
YDR203W	null	null	null
YML100W-A	null	1466496|YML100W-A	Q8TGT0
YDR150W	NUM1	851727|NUM1	Q00402
YOR162C	YRR1	YRR1|854333	Q12172
YKL032C	IXR1	853836|IXR1	P33417
YNL150W	null	null	P53902
YPR066W	UBA3	UBA3|856179	Q99344
YKL023C-A	null	3799976|YKL023C-A	Q2V2P3
YGL234W	ADE5,7	852617|ADE5,7	P07244
YPR022C	null	YPR022C|856133	Q12139
YIR015W	RPR2	854832|RPR2	P40571
tD(GUC)N	null	null	null
YLR184W	null	null	Q06267
YDR434W	GPI17	852044|GPI17	Q04080
YGR014W	MSB2	852897|MSB2	P32334
YLR269C	null	null	O13550
YBR007C	DSF2	852292|DSF2	P38213
YPR108W	RPN7	RPN7|856223	Q06103
YML039W	null	854969|YML039W	Q03434
YNR018W	AIM38	AIM38|855752	P53721
YHR049C-A	null	null	null
YML126C	ERG13	854913|ERG13	P54839
tI(AAU)P1	null	null	null
Q0130	OLI1	OLI1|854584	P61829
snR84	null	null	null
YPL277C	null	YPL277C|855852	Q08989
YNR019W	ARE2	ARE2|855753	P53629
YNL003C	PET8	855729|PET8	P38921
YGL011C	SCL1	SCL1|852873	P21243
YHL007C	STE20	856382|STE20	Q03497
YDL173W	PAR32	PAR32|851381	Q12515
YGL041W-A	null	5814844|YGL041W-A	P0C5N3
YDR500C	RPL37B	RPL37B|852111	P51402
YGR185C	TYS1	TYS1|853097	P36421
YDL011C	null	null	Q12023
YGL029W	CGR1	852854|CGR1	P53188
YGL256W	ADH4	ADH4|852636	P10127
YLR028C	ADE16	ADE16|850715	P54113
YOL128C	YGK3	853992|YGK3	Q12222
YNL219C	ALG9	ALG9|855502	P53868
YBR164C	ARL1	ARL1|852462	P38116
YLR142W	PUT1	850833|PUT1	P09368
YGL030W	RPL30	852853|RPL30	P14120
YPL135C-A	null	null	Q8TGK9
YPR133W-A	TOM5	TOM5|856252	P80967
YPR181C	SEC23	SEC23|856311	P15303
YHR194W	MDM31	MDM31|856601	P38880
YPR166C	MRP2	MRP2|856295	P10663
YDR034W-B	null	851604|YDR034W-B	Q6Q5X2
YGR247W	CPD1	853162|CPD1	P53314
YBR086C	IST2	852382|IST2	P38250
YBL085W	BOI1	852193|BOI1	P38041
YLR465C	BSC3	null	O13558
YJL103C	GSM1	GSM1|853341	P42950
YPL083C	SEN54	856022|SEN54	Q02825
YMR221C	null	855261|YMR221C	Q04991
YOR343W-B	null	YOR343W-B|854523	Q12501
YDL132W	CDC53	CDC53|851424	Q12018
YLR215C	CDC123	CDC123|850912	Q05791
tC(GCA)Q	null	null	null
YBR293W	VBA2	VBA2|852596	P38358
YGL107C	RMD9	RMD9|852771	P53140
YNL247W	null	YNL247W|855474	P53852
YKL172W	EBP2	853682|EBP2	P36049
YLR390W-A	CCW14	851107|CCW14	O13547
YDR198C	RKM2	851779|RKM2	Q03942
YHR189W	PTH1	PTH1|856596	P38876
YLR435W	TSR2	TSR2|851154	Q06672
YBR016W	null	852304|YBR016W	P38216
YBR215W	HPC2	852516|HPC2	Q01448
YLR310C	CDC25	CDC25|851019	P04821
YMR062C	ARG7	855084|ARG7	Q04728
YGR282C	BGL2	BGL2|853199	P15703
snR31	null	null	null
YDR068W	DOS2	DOS2|851640	P54858
YOR330C	MIP1	854508|MIP1	P15801
YIL048W	NEO1	NEO1|854763	P40527
YIL167W	SDL1	null	null
YDR525W	API2	null	Q04413
YER035W	EDC2	856757|EDC2	P40023
YLR428C	null	null	O13564
YPL021W	ECM23	856086|ECM23	Q02710
tG(UCC)O	SUF1	null	null
YLR128W	DCN1	850819|DCN1	Q12395
YJR043C	POL32	POL32|853500	P47110
YOL149W	DCP1	854016|DCP1	Q12517
Q0115	BI3	854605|BI3	Q9ZZW7
YBR081C	SPT7	SPT7|852373	P35177
YNL204C	SPS18	855517|SPS18	P32572
YGR194C	XKS1	853108|XKS1	P42826
YBR235W	null	852537|YBR235W	P38329
YDR067C	OCA6	851639|OCA6	Q12454
YMR189W	GCV2	GCV2|855227	P49095
YGR066C	null	852957|YGR066C	P53242
YLR236C	null	null	null
YPR158W-A	null	YOR142W-A|856282|YPR158W-A|854312	P0CX60|P0CX59
YNL002C	RLP7	RLP7|855730	P40693
YLR143W	null	YLR143W|850835	Q12429
YCR102W-A	null	null	Q96VG5
YEL054C	RPL12A	RPL12A|RPL12B|856656|852026	P0CX54|P0CX53
YJL084C	ALY2	853361|ALY2	P47029
YBR042C	CST26	852330|CST26	P38226
YLR305C	STT4	STT4|851014	P37297
YDR464W	SPP41	SPP41|852075	P38904
YER063W	THO1	THO1|856792	P40040
YJR011C	null	853468|YJR011C	P47086
YMR193W	MRPL24	855231|MRPL24	P36525
YJL035C	TAD2	853417|TAD2	P47058
YDL098C	SNU23	851460|SNU23	Q12368
YLR422W	null	YLR422W|851141	Q06409
YDL087C	LUC7	851471|LUC7	Q07508
YLL048C	YBT1	850678|YBT1	P32386
YDL215C	GDH2	GDH2|851311	P33327
Q0050	AI1	AI1|854593	P03875
YGL039W	null	852844|YGL039W	P53183
YPL057C	SUR1	856050|SUR1	P33300
YGR122W	null	YGR122W|853020	P53272
YNL200C	null	YNL200C|855521	P40165
YKR032W	null	null	P36127
YBL107C	null	852167|YBL107C	P38162
YKL130C	SHE2	SHE2|853728	P36068
YML131W	null	YML131W|854908	Q03102
YGR143W	SKN1	853045|SKN1	P33336
YFR024C-A	LSB3	850580|LSB3	P43603
YGR145W	ENP2	ENP2|853048	P48234
YML037C	null	YML037C|854971	Q03703
YDL217C	TIM22	851309|TIM22	Q12328
YOL129W	VPS68	853991|VPS68	Q12016
YMR182C	RGM1	855220|RGM1	Q00453
YNL026W	SAM50	855705|SAM50	P53969
YLR235C	null	null	null
YKL052C	ASK1	ASK1|853814	P35734
YKL036C	null	null	P32859
YIL106W	MOB1	854700|MOB1	P40484
YDR544C	null	null	Q03057
YGR120C	COG2	853017|COG2	P53271
YGR127W	null	853028|YGR127W	P53275
YPR151C	SUE1	856274|SUE1	Q06524
YJL188C	BUD19	null	O94143
YGL162W	SUT1	852714|SUT1	P53032
YML114C	TAF8	854926|TAF8	Q03750
tY(GUA)M2	SUP8	null	null
YDL056W	MBP1	MBP1|851503	P39678
YCL063W	VAC17	VAC17|850296	P25591
YOL013W-A	null	YOL013W-A|1466478	P0C272
YMR119W	ASI1	ASI1|855147	P54074
YOR171C	LCB4	854342|LCB4	Q12246
tE(UUC)P	null	null	null
YGL240W	DOC1	852611|DOC1	P53068
YNL246W	VPS75	VPS75|855475	P53853
YGR036C	CAX4	CAX4|852924	P53223
YDR257C	RKM4	851844|RKM4	Q12504
YLR100W	ERG27	850790|ERG27	Q12452
YML129C	COX14	854910|COX14	P39103
YOR127W	RGA1	RGA1|854294	P39083
YBR080C	SEC18	852372|SEC18	P18759
YBL097W	BRN1	852180|BRN1	P38170
YKR019C	IRS4	853889|IRS4	P36115
YMR119W-A	null	null	null
YAR061W	null	null	null
YJR142W	null	YJR142W|853607	P47173
YLR202C	null	null	O13531
YPR168W	NUT2	NUT2|856297	Q06213
YOL132W	GAS4	853988|GAS4	Q08271
YJR084W	null	853546|YJR084W	P47130
YOR003W	YSP3	YSP3|854164	P25036
YDL195W	SEC31	SEC31|851332	P38968
YMR068W	AVO2	AVO2|855090	Q04749
YNL133C	FYV6	FYV6|855589	P53913
YER015W	FAA2	856734|FAA2	P39518
YER121W	null	856858|YER121W	P40076
YNR076W	PAU6	855813|PAU6|PAU18|850662	P0CE91|P0CE90
YEL041W	YEF1	856670|YEF1	P32622
YGL244W	RTF1	852607|RTF1	P53064
YBR227C	MCX1	852528|MCX1	P38323
YNL006W	LST8	855726|LST8	P41318
YNL339W-A	null	null	P0CL31|P0CL30|P0CL29|P0CL28|P0CL27
YCR061W	null	850425|YCR061W	P25639
YGR179C	OKP1	853090|OKP1	P53298
YMR254C	null	null	Q04838
YBL005W-A	null	YBL005W-A|852279	Q12266
YOR025W	HST3	854190|HST3	P53687
YMR006C	PLB2	PLB2|855018	Q03674
YOL131W	null	YOL131W|853989	Q08270
YDR266C	null	YDR266C|851859	Q05580
tT(AGU)I2	null	null	null
YKL004W	AUR1	853866|AUR1	P36107
YNL205C	null	null	P40162
YPL018W	CTF19	CTF19|856089	Q02732
YOR318C	null	null	Q99318
tF(GAA)Q	null	null	null
YHR050W	SMF2	SMF2|856447	P38778
YLR291C	GCD7	850998|GCD7	P32502
YMR131C	RRB1	855161|RRB1	Q04225
tK(UUU)K	null	null	null
tI(AAU)D	null	null	null
YJL203W	PRP21	PRP21|853227	P32524
YMR316C-B	null	null	null
YPL272C	null	855856|YPL272C	Q08984
YPL219W	PCL8	855882|PCL8	Q08966
YOR079C	ATX2	ATX2|854246	Q12067
YMR186W	HSC82	HSC82|855224	P15108
Q0010	null	null	Q9ZZX9
tR(UCU)Q1	null	null	null
YER087C-B	SBH1	856821|SBH1	P52870
YIL019W	FAF1	FAF1|854793	P40546
YJL023C	PET130	PET130|853432	P47065
YJR087W	null	null	P47132
YNL294C	RIM21	RIM21|855422	P48565
YLR087C	CSF1	850776|CSF1	Q12150
YDR001C	NTH1	NTH1|851564	P32356
YGR047C	TFC4	TFC4|852938	P33339
YML010W	SPT5	854999|SPT5	P27692
YHR187W	IKI1	856594|IKI1	P38874
YML098W	TAF13	TAF13|854875	P11747
YNL083W	SAL1	SAL1|855641	D6W196
YJR146W	null	null	P47174
YDR466W	PKH3	PKH3|852077	Q03306
YDR386W	MUS81	MUS81|851994	Q04149
YCL057W	PRD1	850301|PRD1	P25375
tH(GUG)K	null	null	null
YKL222C	null	853658|YKL222C	P35995
YJR023C	null	null	P47094
YKL092C	BUD2	853770|BUD2	P33314
YDR524C-A	null	null	Q8TGR6
YDR147W	EKI1	851725|EKI1	Q03764
YLR275W	SMD2	SMD2|850981	Q06217
YAL022C	FUN26	FUN26|851211	P31381
snR191	null	null	null
tL(CAA)C	SUP53	null	null
YEL050W-A	null	null	P0C5M7
YGL058W	RAD6	852822|RAD6	P06104
RDN18-1	null	null	null
YHR014W	SPO13	SPO13|856405	P23624
YBR053C	null	YBR053C|852342	P38235
YHR157W	REC104	856562|REC104	P33323
YBR059C	AKL1	AKL1|852351	P38080
YLR200W	YKE2	850897|YKE2	P52553
YGL176C	null	852699|YGL176C	P46945
YDR238C	SEC26	SEC26|851824	P41810
YDL049C	KNH1	851511|KNH1	P50112
YGR203W	YCH1	853117|YCH1	P42937
YOL139C	CDC33	CDC33|854026	P07260
YCL032W	STE50	850325|STE50	P25344
YNR033W	ABZ1	855768|ABZ1	P37254
YDL237W	AIM6	851361|AIM6	Q07716
YLR033W	RSC58	850720|RSC58	Q07979
YPL275W	FDH2	null	null
YLR013W	GAT3	850700|GAT3	Q07928
YOL123W	HRP1	853997|HRP1	Q99383
YOR390W	null	854572|YOR390W	Q08913
YLR059C	REX2	850748|REX2	P54964
YOL161C	PAU20	PAU20|854003	Q08322
YBR233W	PBP2	PBP2|852533	P38151
YGR192C	TDH3	853106|TDH3	P00359
YLR012C	null	850699|YLR012C	Q07927
YBR077C	SLM4	852369|SLM4	P38247
YNR073C	null	856639|YNR073C|DSF1|855810	P0CX09|P0CX08
YGR294W	PAU12	PAU9|PAU12|852163|853210	P53343
YKL116C	PRR1	853744|PRR1	P28708
YPL042C	SSN3	SSN3|856065	P39073
YGR079W	null	YGR079W|852970	P53249
snR5	null	null	null
YAL036C	RBG1	851195|RBG1	P39729
YOL096C	COQ3	COQ3|854057	P27680
snR74	null	null	null
tP(UGG)N2	null	null	null
YKL078W	DHR2	DHR2|853784	P36009
YNL165W	null	YNL165W|855556	P53891
YCR039C	MATALPHA2	HMRA2|850458|850406|MATALPHA2|850292|HMLALPHA2	P0CY12|P0CY09|P0CY08|P0CY13
YFR033C	QCR6	QCR6|850593	P00127
YOR099W	KTR1	854266|KTR1	P27810
YOR274W	MOD5	854448|MOD5	P07884
YOR034C-A	null	1466482|YOR034C-A	Q3E735
NME1	null	null	null
YDL104C	QRI7	QRI7|851454	P43122
YER162C	RAD4	RAD4|856909	P14736
YOL117W	RRI2	854032|RRI2	Q12348
YLR092W	SUL2	850781|SUL2	Q12325
YBR171W	SEC66	SEC66|852469	P33754
YIL008W	URM1	URM1|854809	P40554
YLR042C	null	YLR042C|850731	Q07990
YPL160W	CDC60	855943|CDC60	P26637
YJR054W	null	853514|YJR054W	P47114
YKR005C	null	853874|YKR005C	Q02203
YDR369C	XRS2	XRS2|851975	P33301
YHR097C	null	YHR097C|856497	P38809
RDN5-2	null	null	null
YKR046C	PET10	853920|PET10	P36139
YNL241C	ZWF1	ZWF1|855480	P11412
YJL201W	ECM25	853229|ECM25	P32525
YOR307C	SLY41	SLY41|854484	P22215
YHL032C	GUT1	GUT1|856353	P32190
YLR233C	EST1	850934|EST1	P17214
YDR525W-A	SNA2	852138|SNA2	P56508
YJL197W	UBP12	853242|UBP12	P39538
YOR019W	null	854184|YOR019W	Q99248
YPL161C	BEM4	BEM4|855942	P39011
YNL253W	TEX1	855468|TEX1	P53851
YAL033W	POP5	POP5|851200	P28005
YGR037C	ACB1	852925|ACB1	P31787
YFL024C	EPL1	EPL1|850520	P43572
YBL055C	null	852225|YBL055C	P34220
YJL223C	PAU1	PAU14|PAU1|853232|854631	P0CE89|P0CE88
YOL087C	null	YOL087C|854066	Q99247
YOR251C	TUM1	854425|TUM1	Q08686
YGL207W	SPT16	852665|SPT16	P32558
YPR200C	ARR2	856330|ARR2	Q06597
YAL025C	MAK16	851208|MAK16	P10962
YGL146C	RRT6	852731|RRT6	P53117
tP(AGG)C	SUF2	null	null
YDR453C	TSA2	TSA2|852064	Q04120
YKR001C	VPS1	VPS1|853870	P21576
YER021W	RPN3	RPN3|856742	P40016
YLR370C	ARC18	ARC18|851085	Q05933
YLR101C	null	null	Q08027
YGL177W	null	null	P53105
YPR191W	QCR2	QCR2|856321	P07257
YDL039C	PRM7	851522|PRM7	Q12459
YPL119C-A	null	YPL119C-A|1466520	Q3E751
YDR494W	RSM28	852105|RSM28	Q03430
YEL004W	YEA4	856714|YEA4	P40004
YPL046C	ELC1	856061|ELC1	Q03071
YIL016W	SNL1	SNL1|854796	P40548
YML122C	null	null	Q03207
YPR126C	null	null	O13567
YLR068W	FYV7	FYV7|850757	Q12247
YPL247C	null	855829|YPL247C	Q12523
YCR023C	null	YCR023C|850387	P25351
YDR381C-A	null	851989|YDR381C-A	Q3E6R5
YEL005C	VAB2	856713|VAB2	P40003
15S_rRNA	null	null	null
YLR162W-A	RRT15	RRT15|1466416	Q3E811
YML060W	OGG1	854942|OGG1	P53397
YAL037W	null	851194|YAL037W	P39728
YPL267W	ACM1	ACM1|855861	Q08981
YMR144W	null	855175|YMR144W	P40214
YBL107W-A	null	null	Q6B113
YJR152W	DAL5	853617|DAL5	P15365
YLR315W	NKP2	NKP2|851025	Q06162
YPR201W	ARR3	856331|ARR3	Q06598
YKL122C	SRP21	853737|SRP21	P32342
YPL234C	VMA11	VMA11|855842	P32842
snR49	null	null	null
YCR060W	TAH1	TAH1|850424	P25638
YLR408C	BLS1	BLS1|851124	Q06071
YER128W	VFA1	YER128W|856865	P40080
YGR011W	null	null	P53205
YDL198C	GGC1	851329|GGC1	P38988
YJR153W	PGU1	853618|PGU1	P47180
YKR010C	TOF2	TOF2|853880	Q02208
YGR018C	null	null	P53211
YHR038W	RRF1	856433|RRF1	P38771
YGL075C	MPS2	MPS2|852805	P53159
YNL072W	RNH201	855652|RNH201	P53942
YMR039C	SUB1	SUB1|855055	P54000
YDL220C	CDC13	CDC13|851306	P32797
snR42	null	null	null
YLR157C-A	null	YDR365W-A|856880|850854|YPL257W-A|YLR157C-A|855816|YER137C-A|851970	P0CX73|P0CX72|P0CX71|P0CX70
YLR425W	TUS1	TUS1|851145	Q06412
YBR127C	VMA2	VMA2|852424	P16140
YNL230C	ELA1	855491|ELA1	P53861
YMR163C	INP2	INP2|855198	Q03824
YOR298C-A	MBF1	MBF1|854474	O14467
YOR144C	ELG1	ELG1|854315	Q12050
YBR043C	QDR3	QDR3|852331	P38227
YOR227W	HER1	HER1|854402	Q12276
YDR085C	AFR1	851658|AFR1	P33304
YHL047C	ARN2	ARN2|856338	P38724
YMR085W	null	YMR085W|855109	P0CF18
YDL044C	MTF2	851517|MTF2	P10849
YNL053W	MSG5	MSG5|855674	P38590
YGL032C	AGA2	AGA2|852851	P32781
YNL134C	null	YNL134C|855588	P53912
YBR139W	null	852436|YBR139W	P38109
YDR245W	MNN10	851832|MNN10	P50108
YLR203C	MSS51	850900|MSS51	P32335
YBR202W	MCM7	852501|MCM7	P38132
YAL010C	MDM10	MDM10|851223	P18409
YCL001W-B	null	850356|YCL001W-B	Q96VH2
YNR032C-A	HUB1	855767|HUB1	Q6Q546
YJL100W	LSB6	LSB6|853345	P42951
YNR066C	null	855803|YNR066C	P53752
YCR081C-A	null	null	Q8TGQ0
YMR296C	LCB1	LCB1|855342	P25045
YDR360W	OPI7	null	P87286
YLR296W	null	null	Q05898
YER090C-A	null	null	P0C5M8
YDR224C	HTB1	851810|HTB1	P02293
YMR154C	RIM13	855186|RIM13	Q03792
YPL263C	KEL3	KEL3|855865	Q08979
YBR250W	SPO23	SPO23|852552	P33757
YJR017C	ESS1	ESS1|853475	P22696
YDL092W	SRP14	851466|SRP14	P38985
YPL270W	MDL2	855858|MDL2	P33311
YCR004C	YCP4	YCP4|850360	P25349
YDR169C-A	null	YDR169C-A|1466433	Q3E789
YIL102C	null	854704|YIL102C	P40488
YMR018W	null	855032|YMR018W	Q04364
YOL027C	MDM38	854130|MDM38	Q08179
tT(AGU)O1	null	null	null
YLR407W	null	YLR407W|851123	Q06070
YNL269W	BSC4	855452|BSC4	P53841
YDR351W	SBE2	851953|SBE2	P42223
YLL056C	null	YLL056C|850670	Q12177
YDR076W	RAD55	RAD55|851648	P38953
YDR130C	FIN1	FIN1|851708	Q03898
YPL138C	SPP1	855965|SPP1	Q03012
YPL255W	BBP1	855820|BBP1	Q12365
YHR150W	PEX28	PEX28|856555	P38848
YMR303C	ADH2	ADH2|855349	P00331
YPR041W	TIF5	TIF5|856154	P38431
YAL064W-B	null	YAL064W-B|851233	O13512
YDR131C	null	YDR131C|851709	Q03899
YMR060C	SAM37	855082|SAM37	P50110
YPL069C	BTS1	856036|BTS1	Q12051
YDR057W	YOS9	YOS9|851627	Q99220
YER093C	TSC11	TSC11|856828	P40061
YGR003W	CUL3	852886|CUL3	P53202
YEL013W	VAC8	856702|VAC8	P39968
YLR051C	FCF2	850740|FCF2	Q12035
YCR083W	TRX3	850444|TRX3	P25372
YLR368W	MDM30	851083|MDM30	Q05930
YPL239W	YAR1	855837|YAR1	P46683
YER147C	SCC4	856890|SCC4	P40090
YNL262W	POL2	POL2|855459	P21951
YDL116W	NUP84	NUP84|851441	P52891
YIR032C	DAL3	DAL3|854850	P32459
YJR120W	null	YJR120W|853584	P47157
YAL005C	SSA1	851259|SSA1	P10591
YBR033W	EDS1	852321|EDS1	P38073
YCL075W	null	null	null
YNL248C	RPA49	RPA49|855473	Q01080
YKL151C	null	853706|YKL151C	P36059
YCR040W	MATALPHA1	HMLALPHA1|850407|850293|MATALPHA1	P0CY07|P0CY06
snR10	null	null	null
YKL037W	AIM26	853829|AIM26	P32858
YHL014C	YLF2	YLF2|856372	P38746
YGR105W	VMA21	852997|VMA21	P41806
YLL007C	null	850653|YLL007C	Q07799
YJL134W	LCB3	853307|LCB3	P47013
YKR080W	MTD1	MTD1|853955	Q02046
YMR158C-A	null	855192|YMR158C-A	Q3E843
YBR108W	AIM3	AIM3|852405	P38266
YHR022C	null	856417|YHR022C	P38763
YBR278W	DPB3	852580|DPB3	P27344
YOL080C	REX4	854075|REX4	Q08237
YDR225W	HTA1	851811|HTA1	P04911
YIR003W	AIM21	AIM21|854819	P40563
YNL320W	null	YNL320W|855396	P42840
YKL163W	PIR3	853693|PIR3	Q03180
YML012C-A	null	null	Q6B0Y8
YDR250C	null	null	Q03788
YDR261C-D	null	851852|YDR261C-D	Q07793
YJR044C	VPS55	853502|VPS55	P47111
tF(GAA)B	null	null	null
YJL037W	IRC18	853414|IRC18	P47056
YER075C	PTP3	PTP3|856807	P40048
YGR065C	VHT1	852956|VHT1	P53241
YJL190C	RPS22A	853249|RPS22A	P0C0W1
YBR068C	BAP2	852360|BAP2	P38084
tC(GCA)B	null	null	null
YGL050W	TYW3	852832|TYW3	P53177
YDR447C	RPS17B	RPS17B|852058	P14127
YOR115C	TRS33	TRS33|854282	Q99394
YBR102C	EXO84	852398|EXO84	P38261
YPL123C	RNY1	RNY1|855980	Q02933
YPR127W	null	YPR127W|856245	Q06494
YPL227C	ALG5	ALG5|855874	P40350
YLR331C	JIP3	null	O13555
YGR161W-B	null	YFL002W-A|850548|853067|YGR161W-B	P0CX64|P0CX63|Q12337
YJR061W	null	853524|YJR061W	P40355
YNR007C	ATG3	ATG3|855741	P40344
YBR142W	MAK5	852439|MAK5	P38112
YFR007W	YFH7	YFH7|850558	P43591
YOR322C	LDB19	854500|LDB19	Q12502
YER061C	CEM1	856790|CEM1	P39525
YKL081W	TEF4	853781|TEF4	P36008
YOR047C	STD1	STD1|854212	Q02794
YPL088W	null	856017|YPL088W	Q02895
YER118C	SHO1	SHO1|856854	P40073
YOL153C	null	null	null
YER137C-A	null	YDR365W-A|856880|850854|YPL257W-A|YLR157C-A|855816|YER137C-A|851970	P0CX73|P0CX72|P0CX71|P0CX70
YMR306W	FKS3	FKS3|855353	Q04952
YGR166W	TRS65	TRS65|853076	P32893
YGL242C	null	YGL242C|852609	P53066
YDL057W	null	851502|YDL057W	Q07379
snR76	null	null	null
YER053C-A	null	856780|YER053C-A	Q3E7B0
YNL171C	null	null	P53887
YDR202C	RAV2	RAV2|851784	Q03956
YDR295C	HDA2	851889|HDA2	Q06629
YCL007C	null	null	P25603
YLR110C	CCW12	850800|CCW12	Q12127
YNL085W	MKT1	855639|MKT1	P40850
YGR027W-B	null	852913|YGR027W-B	Q12141
YDL239C	ADY3	851359|ADY3	Q07732
YGR236C	SPG1	SPG1|853151	P50088
YOL022C	TSR4	TSR4|854136	P25040
YGL119W	COQ8	852758|COQ8	P27697
YMR099C	null	YMR099C|855125	Q03161
YPL084W	BRO1	856021|BRO1	P48582
YNL217W	null	855504|YNL217W	P40152
YLR397C	AFG2	AFG2|851113	P32794
YHR068W	DYS1	DYS1|856465	P38791
YPR105C	COG4	856220|COG4	Q06096
YNL222W	SSU72	SSU72|855499	P53538
YOL076W	MDM20	MDM20|854079	Q12387
YOL008W	COQ10	COQ10|854154	Q08058
YGR218W	CRM1	853133|CRM1	P30822
YPR019W	MCM4	856130|MCM4	P30665
YPL103C	FMP30	FMP30|856001	Q02883
YDR323C	PEP7	851923|PEP7	P32609
YHR128W	FUR1	856529|FUR1	P18562
YMR258C	ROY1	YMR258C|855300	Q04847
